id,title,display_name,publication_date,language
https://openalex.org/W1984615306,Global burden of disease attributable to mental and substance use disorders: findings from the Global Burden of Disease Study 2010,Global burden of disease attributable to mental and substance use disorders: findings from the Global Burden of Disease Study 2010,2013-08-29,en
https://openalex.org/W2169152986,"Alzheimer's Disease: Genes, Proteins, and Therapy","Alzheimer's Disease: Genes, Proteins, and Therapy",2001-04-01,en
https://openalex.org/W1556641933,Critical race theory: an introduction,Critical race theory: an introduction,2013-01-01,en
https://openalex.org/W1984621921,AKT/PKB Signaling: Navigating Downstream,AKT/PKB Signaling: Navigating Downstream,2007-06-01,en
https://openalex.org/W2530409471,Job demands–resources theory: Taking stock and looking forward.,Job demands–resources theory: Taking stock and looking forward.,2016-10-11,en
https://openalex.org/W2051203581,The Monte Carlo Method,The Monte Carlo Method,1949-09-01,en
https://openalex.org/W2261645655,The climate hazards infrared precipitation with stations—a new environmental record for monitoring extremes,The climate hazards infrared precipitation with stations—a new environmental record for monitoring extremes,2015-12-07,en
https://openalex.org/W2093223772,General Methods for Monitoring Convergence of Iterative Simulations,General Methods for Monitoring Convergence of Iterative Simulations,1998-12-01,en
https://openalex.org/W2102148524,Root mean square error (RMSE) or mean absolute error (MAE)? – Arguments against avoiding RMSE in the literature,Root mean square error (RMSE) or mean absolute error (MAE)? – Arguments against avoiding RMSE in the literature,2014-06-30,en
https://openalex.org/W1554940969,National Systems of Innovation,National Systems of Innovation,2010-01-01,en
https://openalex.org/W2095659828,Knowledge Management: An Organizational Capabilities Perspective,Knowledge Management: An Organizational Capabilities Perspective,2001-05-31,en
https://openalex.org/W1968114652,Basic principles of ROC analysis,Basic principles of ROC analysis,1978-10-01,en
https://openalex.org/W2077618811,Permutation tests for joinpoint regression with applications to cancer rates,Permutation tests for joinpoint regression with applications to cancer rates,2000-02-15,en
https://openalex.org/W2007924064,Biomechanics. Mechanical Properties of Living Tissues,Biomechanics. Mechanical Properties of Living Tissues,1982-06-01,en
https://openalex.org/W1536620489,An Introduction to the Event-Related Potential Technique,An Introduction to the Event-Related Potential Technique,2005-08-12,en
https://openalex.org/W4256605237,Revised 2003 consensus on diagnostic criteria and long-term health risks related to polycystic ovary syndrome (PCOS),Revised 2003 consensus on diagnostic criteria and long-term health risks related to polycystic ovary syndrome (PCOS),2003-12-31,en
https://openalex.org/W2125452425,Preoperative versus Postoperative Chemoradiotherapy for Rectal Cancer,Preoperative versus Postoperative Chemoradiotherapy for Rectal Cancer,2004-10-20,en
https://openalex.org/W2128254161,Single Image Haze Removal Using Dark Channel Prior,Single Image Haze Removal Using Dark Channel Prior,2010-09-15,en
https://openalex.org/W2007064404,Enzymic method for quantitative determination of nanogram amounts of total and oxidized glutathione: Applications to mammalian blood and other tissues,Enzymic method for quantitative determination of nanogram amounts of total and oxidized glutathione: Applications to mammalian blood and other tissues,1969-03-01,en
https://openalex.org/W2121830147,Localized Surface Plasmon Resonance Spectroscopy and Sensing,Localized Surface Plasmon Resonance Spectroscopy and Sensing,2006-10-26,en
https://openalex.org/W1484033701,Handbook of Stochastic Methods,Handbook of Stochastic Methods,1983-01-01,en
https://openalex.org/W2151780178,"Ethnicity, Insurgency, and Civil War","Ethnicity, Insurgency, and Civil War",2003-02-01,en
https://openalex.org/W2919979744,Harris hawks optimization: Algorithm and applications,Harris hawks optimization: Algorithm and applications,2019-02-28,en
https://openalex.org/W2003500892,New functions for the matrix metalloproteinases in cancer progression,New functions for the matrix metalloproteinases in cancer progression,2002-03-01,en
https://openalex.org/W2067988494,Disordered electronic systems,Disordered electronic systems,1985-04-01,en
https://openalex.org/W1968766175,AJCC Cancer Staging Manual,AJCC Cancer Staging Manual,2010-10-19,en
https://openalex.org/W2076361525,Recognition of double-stranded RNA and activation of NF-κB by Toll-like receptor 3,Recognition of double-stranded RNA and activation of NF-κB by Toll-like receptor 3,2001-10-01,en
https://openalex.org/W1584610719,"Harmonic Analysis: Real-variable Methods, Orthogonality, and Oscillatory Integrals","Harmonic Analysis: Real-variable Methods, Orthogonality, and Oscillatory Integrals",2002-01-01,en
https://openalex.org/W2015370254,Social Network Analysis: A Handbook.,Social Network Analysis: A Handbook.,1993-01-01,en
https://openalex.org/W2107978811,APACHE II: a severity of disease classification system.,APACHE II: a severity of disease classification system.,1985-10-01,en
https://openalex.org/W2141970008,The contribution of outdoor air pollution sources to premature mortality on a global scale,The contribution of outdoor air pollution sources to premature mortality on a global scale,2015-09-01,en
https://openalex.org/W2807194798,Optimizing taxonomic classification of marker-gene amplicon sequences with QIIME 2’s q2-feature-classifier plugin,Optimizing taxonomic classification of marker-gene amplicon sequences with QIIME 2’s q2-feature-classifier plugin,2018-05-17,en
https://openalex.org/W2041893040,A Powder Technique for the Evaluation of Nonlinear Optical Materials,A Powder Technique for the Evaluation of Nonlinear Optical Materials,1968-07-01,en
https://openalex.org/W2061980801,Multilevel analysis techniques and applications,Multilevel analysis techniques and applications,2002-01-01,en
https://openalex.org/W2062962096,Agendas and instability in American politics,Agendas and instability in American politics,1993-09-01,en
https://openalex.org/W2103606462,Compact finite difference schemes with spectral-like resolution,Compact finite difference schemes with spectral-like resolution,1992-11-01,en
https://openalex.org/W2166865790,"Towards a natural system of organisms: proposal for the domains Archaea, Bacteria, and Eucarya.","Towards a natural system of organisms: proposal for the domains Archaea, Bacteria, and Eucarya.",1990-06-01,en
https://openalex.org/W3015197879,Multidisciplinary research priorities for the COVID-19 pandemic: a call for action for mental health science,Multidisciplinary research priorities for the COVID-19 pandemic: a call for action for mental health science,2020-04-15,en
https://openalex.org/W2053913299,Combinatorial Optimization: Algorithms and Complexity.,Combinatorial Optimization: Algorithms and Complexity.,1984-03-01,en
https://openalex.org/W2127685726,Peginterferon alfa-2b plus ribavirin compared with interferon alfa-2b plus ribavirin for initial treatment of chronic hepatitis C: a randomised trial,Peginterferon alfa-2b plus ribavirin compared with interferon alfa-2b plus ribavirin for initial treatment of chronic hepatitis C: a randomised trial,2001-09-01,en
https://openalex.org/W2130660124,Content-based image retrieval at the end of the early years,Content-based image retrieval at the end of the early years,2000-01-01,en
https://openalex.org/W2103747630,Accumulation and fragmentation of plastic debris in global environments,Accumulation and fragmentation of plastic debris in global environments,2009-06-15,en
https://openalex.org/W1964802316,MR diffusion tensor spectroscopy and imaging,MR diffusion tensor spectroscopy and imaging,1994-01-01,en
https://openalex.org/W1963949534,The feeling of what happens: body and emotion in the making of consciousness,The feeling of what happens: body and emotion in the making of consciousness,2000-07-01,en
https://openalex.org/W2029101220,Computer Visualization of Three-Dimensional Image Data Using IMOD,Computer Visualization of Three-Dimensional Image Data Using IMOD,1996-01-01,en
https://openalex.org/W1582770597,Collecting and Interpreting Qualitative Materials,Collecting and Interpreting Qualitative Materials,2012-10-24,en
https://openalex.org/W2141975087,Business Intelligence and Analytics: From Big Data to Big Impact,Business Intelligence and Analytics: From Big Data to Big Impact,2012-12-01,en
https://openalex.org/W2171058244,Randomized Assessment of Rapid Endovascular Treatment of Ischemic Stroke,Randomized Assessment of Rapid Endovascular Treatment of Ischemic Stroke,2015-02-11,en
https://openalex.org/W1998936301,The Chemistry behind Antioxidant Capacity Assays,The Chemistry behind Antioxidant Capacity Assays,2005-02-25,en
https://openalex.org/W2050815921,Generalized impulse response analysis in linear multivariate models,Generalized impulse response analysis in linear multivariate models,1998-01-01,en
https://openalex.org/W2145200068,The DNA-damage response in human biology and disease,The DNA-damage response in human biology and disease,2009-10-20,en
https://openalex.org/W2103504761,The Laplacian Pyramid as a Compact Image Code,The Laplacian Pyramid as a Compact Image Code,1983-04-01,en
https://openalex.org/W2232925767,The Psychology of Learning and Motivation: Advances in Research and Theory,The Psychology of Learning and Motivation: Advances in Research and Theory,2010-01-01,en
https://openalex.org/W2388163742,The phosphatidylinositol 3-Kinase–AKT pathway in human cancer,The phosphatidylinositol 3-Kinase–AKT pathway in human cancer,2002-07-01,en
https://openalex.org/W4210242902,Heart Disease and Stroke Statistics—2022 Update: A Report From the American Heart Association,Heart Disease and Stroke Statistics—2022 Update: A Report From the American Heart Association,2022-01-26,en
https://openalex.org/W14108998,Magmatism in the Ocean Basins,Magmatism in the Ocean Basins,1989-06-06,fr
https://openalex.org/W1597286183,“Neural” computation of decisions in optimization problems,“Neural” computation of decisions in optimization problems,1985-07-01,en
https://openalex.org/W2100411277,Abbreviations for names of rock-forming minerals,Abbreviations for names of rock-forming minerals,2009-12-23,en
https://openalex.org/W1981745143,Matrix computations (3rd ed.),Matrix computations (3rd ed.),1996-11-01,en
https://openalex.org/W2038785086,<i>Computational Methods for Fluid Dynamics</i>,<i>Computational Methods for Fluid Dynamics</i>,1997-03-01,en
https://openalex.org/W2048801439,Financial Ratios and the Probabilistic Prediction of Bankruptcy,Financial Ratios and the Probabilistic Prediction of Bankruptcy,1980-01-01,en
https://openalex.org/W3008874180,The epidemiology and pathogenesis of coronavirus disease (COVID-19) outbreak,The epidemiology and pathogenesis of coronavirus disease (COVID-19) outbreak,2020-02-26,en
https://openalex.org/W4230659750,Organizational Learning,Organizational Learning,1988-08-01,en
https://openalex.org/W2166867592,Isolation of a Novel Coronavirus from a Man with Pneumonia in Saudi Arabia,Isolation of a Novel Coronavirus from a Man with Pneumonia in Saudi Arabia,2012-10-18,en
https://openalex.org/W4388299012,Infectious Diseases of Humans,Infectious Diseases of Humans,1991-05-16,en
https://openalex.org/W1985329916,The PHQ-9: A New Depression Diagnostic and Severity Measure,The PHQ-9: A New Depression Diagnostic and Severity Measure,2002-09-01,en
https://openalex.org/W2060705109,A General Framework for Weighted Gene Co-Expression Network Analysis,A General Framework for Weighted Gene Co-Expression Network Analysis,2005-01-12,en
https://openalex.org/W2159316671,Validation of the five-factor model of personality across instruments and observers.,Validation of the five-factor model of personality across instruments and observers.,1987-01-01,en
https://openalex.org/W2061073363,Silver nanoparticles as a new generation of antimicrobials,Silver nanoparticles as a new generation of antimicrobials,2008-10-01,en
https://openalex.org/W2101761001,Health literacy and public health: A systematic review and integration of definitions and models,Health literacy and public health: A systematic review and integration of definitions and models,2012-01-25,en
https://openalex.org/W276882634,Current protocols in molecular biology,Current protocols in molecular biology,1988-09-26,en
https://openalex.org/W2105258029,The Functional Assessment of Cancer Therapy scale: development and validation of the general measure.,The Functional Assessment of Cancer Therapy scale: development and validation of the general measure.,1993-03-01,en
https://openalex.org/W2041157860,Threshold Models of Collective Behavior,Threshold Models of Collective Behavior,1978-05-01,en
https://openalex.org/W4248269519,Algebraic Geometry,Algebraic Geometry,1977-01-01,en
https://openalex.org/W1969348782,A cognitive model of posttraumatic stress disorder,A cognitive model of posttraumatic stress disorder,2000-04-01,en
https://openalex.org/W4255783720,Mathematical Methods of Statistics.,Mathematical Methods of Statistics.,1947-06-01,en
https://openalex.org/W2032121576,Fractal Geometry: Mathematical Foundations and Applications.,Fractal Geometry: Mathematical Foundations and Applications.,1990-09-01,en
https://openalex.org/W2064808927,The Capabilities of Market-Driven Organizations,The Capabilities of Market-Driven Organizations,1994-10-01,en
https://openalex.org/W2141652419,The Genome Sequence of <i>Drosophila melanogaster</i>,The Genome Sequence of <i>Drosophila melanogaster</i>,2000-03-24,en
https://openalex.org/W1980516378,Nanotube Molecular Wires as Chemical Sensors,Nanotube Molecular Wires as Chemical Sensors,2000-01-28,en
https://openalex.org/W2031168104,"Protein and ligand preparation: parameters, protocols, and influence on virtual screening enrichments","Protein and ligand preparation: parameters, protocols, and influence on virtual screening enrichments",2013-03-01,en
https://openalex.org/W2032071689,Language Learning Strategies: What Every Teacher Should Know,Language Learning Strategies: What Every Teacher Should Know,1991-01-01,en
https://openalex.org/W2087203965,2001 SCCM/ESICM/ACCP/ATS/SIS International Sepsis Definitions Conference,2001 SCCM/ESICM/ACCP/ATS/SIS International Sepsis Definitions Conference,2003-04-01,en
https://openalex.org/W2090306035,"THE [<sup>14</sup>C]DEOXYGLUCOSE METHOD FOR THE MEASUREMENT OF LOCAL CEREBRAL GLUCOSE UTILIZATION: THEORY, PROCEDURE, AND NORMAL VALUES IN THE CONSCIOUS AND ANESTHETIZED ALBINO RAT<sup>1</sup>","THE [<sup>14</sup>C]DEOXYGLUCOSE METHOD FOR THE MEASUREMENT OF LOCAL CEREBRAL GLUCOSE UTILIZATION: THEORY, PROCEDURE, AND NORMAL VALUES IN THE CONSCIOUS AND ANESTHETIZED ALBINO RAT<sup>1</sup>",1977-05-01,en
https://openalex.org/W2114242035,The Fatigue Severity Scale,The Fatigue Severity Scale,1989-10-01,en
https://openalex.org/W2314649741,<i>Staphylococcus aureus</i>Infections,<i>Staphylococcus aureus</i>Infections,1998-08-20,en
https://openalex.org/W2104234755,RELION: Implementation of a Bayesian approach to cryo-EM structure determination,RELION: Implementation of a Bayesian approach to cryo-EM structure determination,2012-09-19,en
https://openalex.org/W3007497549,Correlation of Chest CT and RT-PCR Testing for Coronavirus Disease 2019 (COVID-19) in China: A Report of 1014 Cases,Correlation of Chest CT and RT-PCR Testing for Coronavirus Disease 2019 (COVID-19) in China: A Report of 1014 Cases,2020-02-26,en
https://openalex.org/W2118382442,Depth-First Search and Linear Graph Algorithms,Depth-First Search and Linear Graph Algorithms,1972-06-01,en
https://openalex.org/W2487158258,"The Truly Disadvantaged: The Inner City, The Underclass, and Public Policy.","The Truly Disadvantaged: The Inner City, The Underclass, and Public Policy.",1988-01-01,en
https://openalex.org/W2081870935,BoltzTraP. A code for calculating band-structure dependent quantities,BoltzTraP. A code for calculating band-structure dependent quantities,2006-05-05,en
https://openalex.org/W2110208125,Measuring the thickness of the human cerebral cortex from magnetic resonance images,Measuring the thickness of the human cerebral cortex from magnetic resonance images,2000-09-12,en
https://openalex.org/W4298258104,"<b>An introduction to functional grammar</b> . 2nd edn. By M. A. K. Halliday London, Melbourne, &amp; Auckland: Edward Arnold, 1994. Pp. XXXV, 434.","<b>An introduction to functional grammar</b> . 2nd edn. By M. A. K. Halliday London, Melbourne, &amp; Auckland: Edward Arnold, 1994. Pp. XXXV, 434.",1995-12-01,en
https://openalex.org/W1744548356,The Experience of Nature: A Psychological Perspective,The Experience of Nature: A Psychological Perspective,1989-07-28,en
https://openalex.org/W2110179017,Radiative forcing by long‐lived greenhouse gases: Calculations with the AER radiative transfer models,Radiative forcing by long‐lived greenhouse gases: Calculations with the AER radiative transfer models,2008-07-01,en
https://openalex.org/W286295083,The Sources and Consequences of Embeddedness for the Economic Performance of Organizations: The Network Effect,The Sources and Consequences of Embeddedness for the Economic Performance of Organizations: The Network Effect,1996-08-01,en
https://openalex.org/W2001082470,Finding scientific topics,Finding scientific topics,2004-04-06,en
https://openalex.org/W2007367842,An Experimental Application of the DELPHI Method to the Use of Experts,An Experimental Application of the DELPHI Method to the Use of Experts,1963-04-01,en
https://openalex.org/W4229976411,Fundamentals of Power Electronics,Fundamentals of Power Electronics,2001-01-01,en
https://openalex.org/W3122074090,Greed and grievance in civil war,Greed and grievance in civil war,2004-06-22,en
https://openalex.org/W1989277387,The Reactome pathway Knowledgebase,The Reactome pathway Knowledgebase,2015-12-09,en
https://openalex.org/W1491711721,Estimating and Testing Linear Models with Multiple Structural Changes,Estimating and Testing Linear Models with Multiple Structural Changes,1998-01-01,en
https://openalex.org/W1970928383,Symmetric diffeomorphic image registration with cross-correlation: Evaluating automated labeling of elderly and neurodegenerative brain,Symmetric diffeomorphic image registration with cross-correlation: Evaluating automated labeling of elderly and neurodegenerative brain,2007-06-26,en
https://openalex.org/W2134979684,"Bcl-2 heterodimerizes in vivo with a conserved homolog, Bax, that accelerates programed cell death","Bcl-2 heterodimerizes in vivo with a conserved homolog, Bax, that accelerates programed cell death",1993-08-01,en
https://openalex.org/W4211123396,Parkinson's disease,Parkinson's disease,2015-04-19,en
https://openalex.org/W2090636301,The Invention of Tradition,The Invention of Tradition,1986-01-01,fr
https://openalex.org/W2093230975,On a measure of lack of fit in time series models,On a measure of lack of fit in time series models,1978-08-01,en
https://openalex.org/W3143569680,Cancer Incidence in Five Continents,Cancer Incidence in Five Continents,1966-01-01,en
https://openalex.org/W591832344,Critical Stability Constants,Critical Stability Constants,1982-01-01,en
https://openalex.org/W2801309958,Understanding the tumor immune microenvironment (TIME) for effective therapy,Understanding the tumor immune microenvironment (TIME) for effective therapy,2018-04-20,en
https://openalex.org/W2131586477,The Analysis of Spatial Association by Use of Distance Statistics,The Analysis of Spatial Association by Use of Distance Statistics,1992-07-01,en
https://openalex.org/W2142161929,Automated electron microscope tomography using robust prediction of specimen movements,Automated electron microscope tomography using robust prediction of specimen movements,2005-08-25,en
https://openalex.org/W2475287302,Image Style Transfer Using Convolutional Neural Networks,Image Style Transfer Using Convolutional Neural Networks,2016-06-01,en
https://openalex.org/W2172199324,Linear Mixed-Effects Models using 'Eigen' and S4,Linear Mixed-Effects Models using 'Eigen' and S4,2015-10-06,en
https://openalex.org/W2535547924,"ORB-SLAM2: An Open-Source SLAM System for Monocular, Stereo, and RGB-D Cameras","ORB-SLAM2: An Open-Source SLAM System for Monocular, Stereo, and RGB-D Cameras",2017-06-12,en
https://openalex.org/W1522694318,X-ray diffraction procedures for polycrystalline and amorphous materials,X-ray diffraction procedures for polycrystalline and amorphous materials,1954-01-01,en
https://openalex.org/W1529674879,The Inflammasome,The Inflammasome,2002-08-01,en
https://openalex.org/W2073317899,Determination of accurate extinction coefficients and simultaneous equations for assaying chlorophylls a and b extracted with four different solvents: verification of the concentration of chlorophyll standards by atomic absorption spectroscopy,Determination of accurate extinction coefficients and simultaneous equations for assaying chlorophylls a and b extracted with four different solvents: verification of the concentration of chlorophyll standards by atomic absorption spectroscopy,1989-08-01,en
https://openalex.org/W2121304740,"Conversion of light to electricity by cis-X2bis(2,2'-bipyridyl-4,4'-dicarboxylate)ruthenium(II) charge-transfer sensitizers (X = Cl-, Br-, I-, CN-, and SCN-) on nanocrystalline titanium dioxide electrodes","Conversion of light to electricity by cis-X2bis(2,2'-bipyridyl-4,4'-dicarboxylate)ruthenium(II) charge-transfer sensitizers (X = Cl-, Br-, I-, CN-, and SCN-) on nanocrystalline titanium dioxide electrodes",1993-07-01,en
https://openalex.org/W2054658115,Modeling by shortest data description,Modeling by shortest data description,1978-09-01,en
https://openalex.org/W2136883754,Analysis of Survival Data,Analysis of Survival Data,2018-02-19,en
https://openalex.org/W2138209376,Expert consensus document on arterial stiffness: methodological issues and clinical applications,Expert consensus document on arterial stiffness: methodological issues and clinical applications,2006-09-25,en
https://openalex.org/W1970377394,Microbial Fuel Cells:  Methodology and Technology,Microbial Fuel Cells:  Methodology and Technology,2006-07-14,en
https://openalex.org/W1581228648,Review of Particle Physics,Review of Particle Physics,2012-07-20,en
https://openalex.org/W2798500587,Applied Optimal Control,Applied Optimal Control,2018-05-04,en
https://openalex.org/W1830719945,Likelihood Ratio Tests for Model Selection and Non-Nested Hypotheses,Likelihood Ratio Tests for Model Selection and Non-Nested Hypotheses,1989-03-01,en
https://openalex.org/W2044773944,Renoprotective Effect of the Angiotensin-Receptor Antagonist Irbesartan in Patients with Nephropathy Due to Type 2 Diabetes,Renoprotective Effect of the Angiotensin-Receptor Antagonist Irbesartan in Patients with Nephropathy Due to Type 2 Diabetes,2001-09-20,en
https://openalex.org/W4234180827,Intraclass correlations: Uses in assessing rater reliability.,Intraclass correlations: Uses in assessing rater reliability.,1979-01-01,en
https://openalex.org/W2033002423,"TARGET ARTICLE: ""Posttraumatic Growth: Conceptual Foundations and Empirical Evidence""","TARGET ARTICLE: ""Posttraumatic Growth: Conceptual Foundations and Empirical Evidence""",2004-01-01,en
https://openalex.org/W2001270915,On the Theory of Oxidation-Reduction Reactions Involving Electron Transfer. I,On the Theory of Oxidation-Reduction Reactions Involving Electron Transfer. I,1956-05-01,en
https://openalex.org/W2088047416,Social Change and Crime Rate Trends: A Routine Activity Approach (1979),Social Change and Crime Rate Trends: A Routine Activity Approach (1979),2010-05-25,en
https://openalex.org/W2939222610,Canagliflozin and Renal Outcomes in Type 2 Diabetes and Nephropathy,Canagliflozin and Renal Outcomes in Type 2 Diabetes and Nephropathy,2019-04-14,en
https://openalex.org/W2108929776,The Carbohydrate-Active EnZymes database (CAZy): an expert resource for Glycogenomics,The Carbohydrate-Active EnZymes database (CAZy): an expert resource for Glycogenomics,2008-10-06,en
https://openalex.org/W2023687307,Comparison of Beck Depression Inventories-IA and-II in Psychiatric Outpatients,Comparison of Beck Depression Inventories-IA and-II in Psychiatric Outpatients,1996-12-01,en
https://openalex.org/W1540898082,Developmental Plasticity and Evolution,Developmental Plasticity and Evolution,2003-03-13,en
https://openalex.org/W1497047052,Petroleum Formation and Occurrence,Petroleum Formation and Occurrence,1978-01-01,en
https://openalex.org/W2752326209,Guidelines for the use and interpretation of assays for monitoring autophagy (3rd edition),Guidelines for the use and interpretation of assays for monitoring autophagy (3rd edition),2016-01-02,en
https://openalex.org/W4240986128,Diagnosis and Classification of Diabetes Mellitus,Diagnosis and Classification of Diabetes Mellitus,2013-12-16,en
https://openalex.org/W4362505439,Fourth-Generation Evaluation,Fourth-Generation Evaluation,1988-09-01,en
https://openalex.org/W1538443123,"Schooling, Experience, and Earnings","Schooling, Experience, and Earnings",1974-01-01,en
https://openalex.org/W2027966927,Hydrolysis of lignocellulosic materials for ethanol production: a review,Hydrolysis of lignocellulosic materials for ethanol production: a review,2002-05-01,en
https://openalex.org/W1763311249,"Conflict, arousal, and curiosity.","Conflict, arousal, and curiosity.",1960-01-01,en
https://openalex.org/W4300187280,Analysis of Incomplete Multivariate Data,Analysis of Incomplete Multivariate Data,1997-08-01,en
https://openalex.org/W1576460547,Doing Qualitative Research: A Practical Handbook,Doing Qualitative Research: A Practical Handbook,1999-12-21,en
https://openalex.org/W2596179513,Evolocumab and Clinical Outcomes in Patients with Cardiovascular Disease,Evolocumab and Clinical Outcomes in Patients with Cardiovascular Disease,2017-03-17,en
https://openalex.org/W1494198834,Librispeech: An ASR corpus based on public domain audio books,Librispeech: An ASR corpus based on public domain audio books,2015-04-01,en
https://openalex.org/W1976579441,HEALPix: A Framework for High‐Resolution Discretization and Fast Analysis of Data Distributed on the Sphere,HEALPix: A Framework for High‐Resolution Discretization and Fast Analysis of Data Distributed on the Sphere,2005-03-29,en
https://openalex.org/W1500551892,"Detection, Estimation, And Modulation Theory","Detection, Estimation, And Modulation Theory",1968-01-01,en
https://openalex.org/W2076283593,Modified Spin-Echo Method for Measuring Nuclear Relaxation Times,Modified Spin-Echo Method for Measuring Nuclear Relaxation Times,1958-08-01,en
https://openalex.org/W2964137095,Wide Residual Networks,Wide Residual Networks,2016-01-01,en
https://openalex.org/W1977603207,The Unfolded Protein Response: From Stress Pathway to Homeostatic Regulation,The Unfolded Protein Response: From Stress Pathway to Homeostatic Regulation,2011-11-24,en
https://openalex.org/W2048701323,The Embodied Mind: Cognitive Science and Human Experience,The Embodied Mind: Cognitive Science and Human Experience,2017-01-01,en
https://openalex.org/W4212770416,Nutrient Requirements of Dairy Cattle,Nutrient Requirements of Dairy Cattle,2001-01-09,en
https://openalex.org/W2114623221,Fog computing and its role in the internet of things,Fog computing and its role in the internet of things,2012-08-17,en
https://openalex.org/W2325227998,Introduction to modern information retrieval,Introduction to modern information retrieval,1983-01-01,en
https://openalex.org/W2038754799,Raman spectroscopy in graphene,Raman spectroscopy in graphene,2009-03-10,en
https://openalex.org/W2068446924,Single-step purification of polypeptides expressed in Escherichia coli as fusions with glutathione S-transferase,Single-step purification of polypeptides expressed in Escherichia coli as fusions with glutathione S-transferase,1988-07-01,en
https://openalex.org/W2078479875,The Social Life of Things,The Social Life of Things,1986-04-30,en
https://openalex.org/W2124879124,Interpretative strategies for lung function tests,Interpretative strategies for lung function tests,2005-11-01,de
https://openalex.org/W2068095019,"Dietary Reference Intakes for Energy, Carbohydrate, Fiber, Fat, Fatty Acids, Cholesterol, Protein and Amino Acids","Dietary Reference Intakes for Energy, Carbohydrate, Fiber, Fat, Fatty Acids, Cholesterol, Protein and Amino Acids",2002-11-01,en
https://openalex.org/W2132484323,Persistence of soil organic matter as an ecosystem property,Persistence of soil organic matter as an ecosystem property,2011-10-01,en
https://openalex.org/W4245598032,Analyzing Tables of Statistical Tests,Analyzing Tables of Statistical Tests,1989-01-01,en
https://openalex.org/W2023677185,"Oxidants, antioxidants, and the degenerative diseases of aging.","Oxidants, antioxidants, and the degenerative diseases of aging.",1993-09-01,en
https://openalex.org/W2123289485,Definition of Metabolic Syndrome,Definition of Metabolic Syndrome,2004-01-26,en
https://openalex.org/W1540596182,On the generalized distance in statistics,On the generalized distance in statistics,1936-01-01,en
https://openalex.org/W1977845602,A model for technical inefficiency effects in a stochastic frontier production function for panel data,A model for technical inefficiency effects in a stochastic frontier production function for panel data,1995-06-01,en
https://openalex.org/W1657433554,Electroluminescence in conjugated polymers,Electroluminescence in conjugated polymers,1999-01-14,en
https://openalex.org/W2092467722,Evidence-Based Medicine: How to Practice and Teach EBM,Evidence-Based Medicine: How to Practice and Teach EBM,2000-03-14,en
https://openalex.org/W2406470551,Upper and Lower Probabilities Induced by a Multivalued Mapping,Upper and Lower Probabilities Induced by a Multivalued Mapping,1967-04-01,en
https://openalex.org/W1514273299,Acceptance and Commitment Therapy: An Experiential Approach to Behavior Change,Acceptance and Commitment Therapy: An Experiential Approach to Behavior Change,1999-08-15,en
https://openalex.org/W2046182783,Development of Virus-Like Particle Technology from Small Highly Symmetric to Large Complex Virus-Like Particle Structures,Development of Virus-Like Particle Technology from Small Highly Symmetric to Large Complex Virus-Like Particle Structures,2013-01-01,en
https://openalex.org/W1513088263,An Introduction to Discourse Analysis: Theory and Method,An Introduction to Discourse Analysis: Theory and Method,1999-01-01,en
https://openalex.org/W2147524392,Regulation of chromatin by histone modifications,Regulation of chromatin by histone modifications,2011-02-15,en
https://openalex.org/W2163151727,Silver nanoparticles as antimicrobial agent: a case study on E. coli as a model for Gram-negative bacteria,Silver nanoparticles as antimicrobial agent: a case study on E. coli as a model for Gram-negative bacteria,2004-03-20,en
https://openalex.org/W3011821664,The psychological impact of the COVID-19 epidemic on college students in China,The psychological impact of the COVID-19 epidemic on college students in China,2020-03-20,en
https://openalex.org/W3007125419,Soil Chemical Analysis,Soil Chemical Analysis,1958-08-01,en
https://openalex.org/W2123491442,Genome-wide atlas of gene expression in the adult mouse brain,Genome-wide atlas of gene expression in the adult mouse brain,2006-12-06,en
https://openalex.org/W2612686989,Materials science and engineering: An introduction,Materials science and engineering: An introduction,1987-10-01,en
https://openalex.org/W2088510619,THE ESTIMATION OF MAP DISTANCES FROM RECOMBINATION VALUES,THE ESTIMATION OF MAP DISTANCES FROM RECOMBINATION VALUES,1943-01-01,en
https://openalex.org/W3123888140,How does foreign direct investment affect economic growth?,How does foreign direct investment affect economic growth?,1998-06-01,en
https://openalex.org/W3137092842,The Byzantine Generals Problem,The Byzantine Generals Problem,1982-07-01,en
https://openalex.org/W1532082124,Preparation of fatty acid methyl esters and dimethylacetals from lipids with boron fluoride–methanol,Preparation of fatty acid methyl esters and dimethylacetals from lipids with boron fluoride–methanol,1964-10-01,en
https://openalex.org/W2001676859,Die Berechnung optischer und elektrostatischer Gitterpotentiale,Die Berechnung optischer und elektrostatischer Gitterpotentiale,1921-01-01,de
https://openalex.org/W2041532378,"Cooling, Heating, Generating Power, and Recovering Waste Heat with Thermoelectric Systems","Cooling, Heating, Generating Power, and Recovering Waste Heat with Thermoelectric Systems",2008-09-12,en
https://openalex.org/W2166781237,THE NF-κB AND IκB PROTEINS: New Discoveries and Insights,THE NF-κB AND IκB PROTEINS: New Discoveries and Insights,1996-04-01,en
https://openalex.org/W2734669961,Cellular solids: Structure and properties,Cellular solids: Structure and properties,1990-02-01,en
https://openalex.org/W2034434606,"A calculation procedure for heat, mass and momentum transfer in three-dimensional parabolic flows","A calculation procedure for heat, mass and momentum transfer in three-dimensional parabolic flows",1972-10-01,en
